#URI 1	Label 1	URI 2	Label 2	Confidence	Family votes	Families	System votes	Systems
http://purl.obolibrary.org/obo/PATO_0000052	relational shape quality	http://www.openmicroscopy.org/rdf/2016-06/ome_core/Shape	shape	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
