#URI 1	Label 1	URI 2	Label 2	Confidence	Family votes	Families	System votes	Systems
http://edamontology.org/operation_2429	cartography	https://w3id.org/function/ontology#Mapping	mapping	NaN	2	AML;LogMap	2	AML;LogMap
