#URI 1	Label 1	URI 2	Label 2	Confidence	Family votes	Families	System votes	Systems
http://dockerpedia.inf.utfsm.cl/vocab#Image	http://dockerpedia.inf.utfsm.cl/vocab#Image	http://edamontology.org/data_2968	image	NaN	2	AML;LogMap	2	AML;LogMap
http://dockerpedia.inf.utfsm.cl/vocab#OperatingSystem	http://dockerpedia.inf.utfsm.cl/vocab#OperatingSystem	http://www.ebi.ac.uk/swo/SWO_0000021	operating system	NaN	2	AML;LogMap	2	AML;LogMap
