#URI 1	Label 1	URI 2	Label 2	Confidence	Family votes	Families	System votes	Systems
http://purl.org/spar/pwo/Workflow	workflow	http://purl.org/wf4ever/wfdesc#Workflow	workflow	NaN	2	LogMap;OAPT	2	LogMap;OAPT
