#URI 1	Label 1	URI 2	Label 2	Confidence	Family votes	Families	System votes	Systems
http://purl.org/net/opmv/ns#Agent	http://purl.org/net/opmv/ns#Agent	http://www.w3.org/ns/prov#Agent	http://www.w3.org/ns/prov#Agent	NaN	2	LogMap;OAPT	2	LogMap;OAPT
http://openprovenance.org/model/opmo#Entity	entity	http://www.w3.org/ns/prov#Entity	http://www.w3.org/ns/prov#Entity	NaN	2	LogMap;OAPT	2	LogMap;OAPT
