#URI 1	Label 1	URI 2	Label 2	Confidence	Family votes	Families	System votes	Systems
http://rdfs.org/ns/void#Dataset	http://rdfs.org/ns/void#Dataset	http://purl.org/wf4ever/wf4ever#Dataset	dataset	NaN	2	LogMap;OAPT	2	LogMap;OAPT
http://purl.org/net/opmv/ns#Artifact	http://purl.org/net/opmv/ns#Artifact	http://purl.org/wf4ever/wfprov#Artifact	http://purl.org/wf4ever/wfprov#Artifact	NaN	2	LogMap;OAPT	2	LogMap;OAPT
