#URI 1	Label 1	URI 2	Label 2	Confidence	Family votes	Families	System votes	Systems
http://purl.org/net/p-plan#Step	step	http://purl.org/spar/pwo/Step	step	NaN	2	LogMap;OAPT	2	LogMap;OAPT
